49,0,13,26,1,1,3,2,3,0,2,3,3,0,2,3,3,0,1,2,2,2,2,3,3,2
30,0,56,62,2,1,3,2,0,3,3,2,0,0,3,0,3,0,0,3,0,0,0,2,0,0
39,0,0,0,3,0,3,2,3,0,2,2,1,3,2,3,1,0,1,3,2,0,0,3,2,0
15,1,5,5,4,0,0,0,1,3,2,2,1,3,0,0,1,2,2,2,0,,2,0,0,1
39,0,10,13,5,0,3,0,3,3,3,3,1,3,3,2,3,2,2,3,0,3,3,3,3,3
6,1,4,4,6,1,1,0,1,3,0,0,0,3,0,1,1,3,1,0,1,3,0,0,0,0
52,1,13,20,7,0,3,1,3,1,3,3,3,1,3,3,3,0,0,3,3,1,3,3,3,3
32,0,12,24,8,1,1,1,2,3,3,3,3,1,1,0,3,1,3,0,1,0,2,2,0,0
50,1,71,129,9,0,3,2,3,1,3,3,3,0,3,3,3,1,2,3,2,0,1,3,1,2
46,0,20,27,10,1,2,3,3,0,1,2,3,0,3,1,3,0,3,3,1,0,0,3,0,3
46,1,0,0,11,1,2,3,2,0,2,1,2,0,3,2,2,2,2,3,2,0,2,2,3,3
49,1,13,13,12,0,3,2,3,1,3,3,3,0,3,0,3,0,3,0,3,0,3,3,0,3
22,0,20,31,14,0,2,0,1,3,2,0,1,3,2,0,0,1,2,2,0,0,0,1,2,2
36,0,13,20,15,1,3,3,3,3,3,0,3,1,1,0,0,0,3,3,0,0,0,3,0,3
43,0,51,51,16,1,3,3,2,3,3,2,2,0,1,1,3,0,2,2,3,0,2,2,1,2
35,1,0,0,17,1,2,2,2,0,0,3,2,0,2,0,2,1,1,1,0,0,2,2,2,1
19,0,0,0,18,0,2,0,2,1,3,0,0,0,0,,2,3,3,2,0,3,0,0,0,0
40,0,1,1,19,0,0,0,3,1,2,3,2,0,3,3,0,0,1,3,2,0,0,3,2,2
52,1,9,24,20,1,1,3,3,0,2,3,3,0,3,3,3,1,1,3,2,0,3,3,3,2
37,0,23,23,21,0,3,2,1,1,2,2,1,2,3,1,3,2,3,3,1,1,0,2,3,1
35,0,26,26,22,1,0,2,3,1,3,2,3,3,3,1,3,0,0,1,2,1,0,1,1,3
18,0,0,0,23,1,1,3,1,3,0,0,1,3,0,2,3,3,2,1,2,2,0,0,1,0
36,0,34,34,24,0,1,2,3,1,2,3,1,1,3,3,2,0,1,1,0,0,1,1,1,1
28,0,4,5,25,0,1,0,0,1,2,0,0,1,2,3,3,0,2,3,0,1,0,2,0,1
19,1,6,8,27,0,2,0,1,3,2,0,3,3,2,0,3,1,3,0,0,3,0,1,0,0
30,0,3,3,28,1,0,0,3,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0
27,0,7,7,30,1,1,0,1,2,0,3,2,0,0,1,3,0,1,0,3,0,0,0,1,1
24,0,24,48,31,0,2,0,1,3,1,1,0,1,2,1,3,1,0,2,0,0,0,2,0,2
47,0,0,0,32,1,2,2,3,0,2,2,2,1,3,3,3,0,2,3,1,0,0,2,3,3
45,0,20,20,33,0,3,3,3,1,3,3,3,2,2,2,3,1,3,3,1,2,2,2,1,2
18,0,3,3,34,0,1,0,1,3,3,1,1,3,0,0,3,3,3,3,0,3,0,1,1,0
11,0,6,6,35,1,0,0,1,3,1,0,2,3,0,1,3,1,0,0,0,3,0,0,0,1
26,0,0,0,36,1,0,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2
29,0,0,0,37,1,3,0,0,3,1,3,0,0,3,2,3,0,0,3,0,1,0,3,0,0
34,0,32,135,38,1,1,1,2,1,3,1,1,1,0,2,1,1,2,2,3,1,0,2,2,3
37,0,2,24,39,0,1,0,3,1,3,3,1,2,3,3,3,0,2,3,0,1,1,3,0,0
23,0,3,3,40,0,1,1,0,3,1,1,2,0,1,1,3,0,2,0,0,1,0,1,0,1
41,0,27,27,42,0,2,0,3,0,2,3,2,1,3,1,2,1,2,3,3,1,0,3,2,1
21,0,3,7,43,0,2,2,1,3,2,1,1,3,1,1,1,2,2,2,0,1,0,1,0,1
16,0,24,36,44,1,1,0,0,3,3,1,0,2,0,0,2,3,2,0,3,1,0,0,1,0
36,0,6,12,45,1,2,3,3,0,3,2,0,0,2,1,3,0,0,1,0,0,1,2,0,1
17,0,0,0,46,0,2,0,0,0,2,0,0,2,0,0,3,3,0,1,2,3,3,0,0,0
36,0,13,13,47,1,3,2,3,1,2,2,1,1,3,2,1,1,1,2,0,1,1,2,2,1
19,0,25,28,49,0,0,0,1,3,2,0,3,3,2,1,3,2,0,0,2,3,0,0,3,1
5,1,6,13,50,1,0,1,0,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
25,0,13,61,51,0,3,1,2,0,0,2,3,1,0,1,0,2,1,2,0,1,1,1,0,0
36,0,15,26,52,1,3,1,1,1,0,3,1,1,1,1,3,0,2,1,1,0,2,3,2,1
27,0,7,7,53,0,0,3,1,2,1,1,2,1,1,2,1,1,2,2,0,0,1,1,0,1
44,0,9,15,54,1,1,1,3,0,0,3,1,3,3,3,1,0,3,3,1,0,3,3,3,3
29,0,5,13,56,1,2,1,1,3,1,1,1,2,2,2,2,1,1,3,3,0,1,1,0,1
46,1,13,20,57,1,2,1,3,0,1,3,0,0,3,3,2,1,1,3,1,0,3,3,3,3
16,0,34,34,58,0,0,2,1,3,1,0,3,3,0,0,3,3,0,0,3,3,1,1,0,1
44,0,3,6,59,1,3,2,1,1,2,3,2,0,3,3,3,0,3,2,1,0,1,3,0,1
42,0,37,43,60,0,0,0,1,0,1,2,2,0,3,2,2,0,3,3,2,0,1,3,2,3
30,0,36,36,61,1,2,1,1,3,0,2,0,2,3,2,2,1,2,3,2,1,1,2,0,2
25,0,13,15,62,0,1,0,2,3,2,1,3,1,2,0,1,2,2,3,1,3,0,2,0,2
26,0,3,19,63,0,1,3,2,3,2,1,0,1,2,1,0,0,2,3,0,3,3,1,0,0
29,1,3,6,65,1,1,0,0,0,1,3,2,0,2,1,2,0,0,1,0,0,1,2,0,1
33,1,0,0,66,0,0,1,3,2,3,3,1,0,1,1,2,2,2,1,1,0,3,3,0,0
28,0,32,32,67,1,1,1,2,3,1,1,1,1,2,2,2,2,3,2,1,1,0,2,1,1
33,0,35,42,68,0,1,2,3,2,3,3,2,3,3,2,3,0,1,3,0,1,0,1,0,0
44,0,20,20,69,0,2,1,3,0,1,2,3,1,2,2,3,0,1,3,2,0,0,3,2,3
29,0,7,25,70,0,1,0,3,2,0,3,1,2,2,2,1,1,1,3,3,1,0,2,1,0
57,1,59,164,71,1,3,3,3,0,3,3,0,0,3,3,3,0,3,3,3,0,3,3,3,3
26,0,0,0,72,1,0,1,2,3,0,1,0,2,2,0,3,1,3,3,3,1,1,1,1,0
31,0,26,51,73,1,1,2,3,0,1,2,1,0,3,0,1,1,0,1,1,0,0,1,1,2
30,1,12,18,74,0,0,1,1,2,1,2,1,2,2,2,1,1,2,2,1,2,3,3,2,1
43,1,0,0,75,0,2,2,3,2,3,3,2,1,3,3,3,0,2,3,0,1,2,3,0,1
28,0,18,36,76,1,2,1,3,3,3,2,3,3,0,1,3,1,1,2,1,3,0,2,1,1
29,0,6,12,78,0,1,0,2,3,2,3,2,3,3,2,0,2,1,3,2,1,0,2,1,2
32,0,13,17,80,0,0,0,3,3,1,3,3,0,3,3,3,0,0,3,0,2,0,3,0,0
30,0,5,5,81,1,1,0,3,2,1,2,2,1,3,1,0,2,2,2,2,2,1,1,3,1
34,0,2,2,82,0,3,0,3,1,3,3,2,3,3,1,0,1,0,0,3,3,3,2,1,3
49,0,102,102,83,0,2,3,3,1,3,3,2,2,2,3,3,0,1,3,1,1,3,3,3,3
36,0,0,0,84,1,0,0,3,2,2,3,3,2,3,3,0,1,2,2,2,1,1,3,2,1
42,0,21,21,85,0,1,2,3,1,3,3,3,2,1,3,3,1,3,3,1,2,1,3,1,2
40,0,6,8,86,1,1,1,3,3,0,3,2,1,2,2,3,0,2,2,3,0,1,3,2,2
29,0,1,1,87,1,1,2,3,0,2,1,0,0,2,0,1,0,0,1,0,0,0,2,1,1
31,0,19,19,88,0,2,3,1,3,2,2,0,2,0,3,1,2,1,1,3,0,1,3,3,0
10,0,1,22,89,1,0,0,1,3,0,1,0,2,2,0,0,1,0,2,0,3,0,1,0,0
37,1,2,2,90,0,2,2,2,1,1,2,3,2,3,3,3,2,1,1,1,2,2,2,2,2
32,0,0,0,91,1,1,0,2,1,2,2,2,1,2,2,0,1,2,2,1,1,1,2,2,1
16,0,26,47,93,0,0,2,0,3,1,1,1,3,2,0,2,2,1,1,1,2,0,0,0,2
15,0,0,0,94,1,0,1,1,3,2,0,2,2,2,0,2,1,0,1,0,3,0,1,0,0
4,0,9,19,95,1,0,1,0,3,0,0,1,3,1,0,0,3,0,1,0,3,0,0,0,0
30,0,10,10,96,0,1,3,3,3,2,1,1,0,1,1,1,1,3,3,0,1,0,1,1,1
44,0,4,5,97,1,3,2,3,0,3,3,3,1,3,3,3,0,0,3,0,0,,1,0,3
8,0,6,15,98,0,0,0,0,3,0,1,0,2,1,0,0,2,0,1,0,2,0,1,0,1
16,0,26,51,99,0,3,1,0,3,2,1,3,3,0,0,3,2,1,0,0,2,0,0,0,0
47,1,64,64,100,1,2,0,3,0,3,3,0,0,3,3,3,2,0,3,2,0,3,3,3,3
49,0,26,26,102,1,3,0,2,0,3,3,2,2,3,3,3,1,3,3,3,3,3,3,3,3
30,0,2,3,103,1,2,0,3,1,1,3,3,2,3,1,3,1,0,1,0,1,1,1,0,1
36,1,33,38,104,0,2,3,2,2,2,2,3,3,1,2,3,2,2,2,1,2,2,2,1,3
48,0,61,184,105,1,3,1,1,2,3,3,3,1,3,3,2,1,3,3,3,1,1,3,3,3
17,0,2,2,106,0,2,0,1,3,1,2,0,3,1,0,0,1,1,2,2,3,0,2,0,1
39,0,19,19,107,0,3,3,3,1,2,2,1,0,3,2,3,2,3,3,0,2,0,3,1,0
30,1,9,15,108,1,1,0,2,1,1,2,1,2,2,2,2,0,1,2,1,2,2,2,1,1
24,0,0,0,109,0,1,1,2,3,0,2,2,2,1,0,0,1,3,3,1,1,1,2,0,0
25,0,18,47,110,1,0,2,2,3,3,1,3,2,1,0,1,2,3,2,0,3,0,3,1,1
51,0,51,51,111,1,3,3,3,0,3,3,2,0,3,3,3,0,3,3,0,0,0,3,1,3
17,0,0,0,112,0,1,0,1,3,2,0,1,2,1,0,3,1,3,,0,3,0,1,0,1
37,0,36,66,113,0,2,2,0,3,3,3,2,2,3,3,3,2,2,2,2,1,0,2,3,1
45,0,31,91,114,0,0,3,3,0,3,3,3,0,3,2,3,2,1,2,1,1,3,3,1,2
28,0,0,0,115,1,2,2,1,1,0,1,1,0,2,1,0,0,1,1,1,0,0,2,1,1
17,0,26,69,116,1,1,0,1,2,2,1,2,2,1,0,1,2,1,1,0,2,0,1,0,1
23,0,2,20,117,0,1,2,1,0,3,0,0,0,0,0,2,0,0,0,1,2,1,1,1,0
39,1,0,0,118,1,1,0,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,2,2
38,0,51,51,119,0,1,1,3,0,0,3,2,1,2,2,1,1,1,3,1,1,0,3,3,3
53,1,34,34,120,1,3,3,1,2,3,3,3,0,3,3,3,0,2,3,1,0,3,3,3,3
26,1,39,95,121,0,0,0,0,3,0,2,1,3,2,0,3,2,2,3,2,2,3,3,3,0
47,0,19,26,122,1,3,0,3,0,1,2,0,0,3,3,3,0,3,3,3,0,0,3,2,3
49,0,13,13,123,0,2,3,3,0,3,3,3,3,3,0,3,0,3,3,2,0,1,3,2,3
34,0,0,0,124,1,2,2,3,1,3,2,2,2,0,1,3,0,2,3,2,2,0,1,0,1
51,1,0,0,125,0,2,0,3,0,2,3,3,0,3,3,3,0,2,3,0,0,3,3,3,3
33,0,13,13,126,0,0,1,2,2,1,3,3,3,2,2,2,1,1,2,3,3,2,2,2,2
58,1,1,1,127,1,3,3,3,0,3,3,3,0,3,3,3,0,3,3,2,0,3,3,2,3
28,0,22,22,128,1,3,1,3,2,1,3,3,2,0,1,3,2,1,1,0,3,0,1,1,3
4,0,13,33,129,1,1,0,0,3,0,0,0,3,0,0,0,3,0,1,1,2,0,0,0,0
15,1,26,26,131,1,3,0,0,3,1,1,1,3,0,1,1,1,0,0,0,1,1,1,0,1
40,0,19,30,132,0,2,2,2,1,3,3,3,2,2,1,2,1,2,3,1,0,0,3,0,3
33,0,26,26,133,0,0,2,0,3,0,2,1,0,2,2,3,0,3,3,3,0,0,3,0,0
35,1,13,13,134,0,2,3,2,3,2,3,2,2,1,3,2,2,1,3,0,1,2,3,0,2
28,0,3,3,135,1,0,1,1,1,1,2,1,2,3,3,2,1,1,2,1,1,0,1,1,1
21,0,24,24,136,1,0,0,2,1,2,0,1,0,1,0,0,1,0,2,1,0,0,2,0,0
33,0,0,0,137,1,1,1,3,1,1,3,1,3,0,0,3,3,3,3,0,0,2,3,1,3
26,1,0,0,138,1,1,1,1,3,0,1,1,3,1,1,3,1,1,3,1,2,3,3,1,1
45,0,53,53,140,0,3,2,3,1,2,3,2,2,2,2,3,1,2,3,2,1,3,3,2,1
45,1,7,7,141,1,3,2,2,3,2,3,3,2,2,3,3,1,1,3,3,0,3,3,1,2
31,0,25,25,142,0,3,0,3,0,1,2,2,2,3,3,0,3,3,2,1,3,0,2,2,0
28,1,15,0,143,0,1,0,2,2,2,3,2,2,0,2,0,2,3,1,2,2,2,1,1,2
22,0,64,179,144,1,0,1,1,3,1,1,1,2,2,1,3,1,1,2,0,2,0,2,1,1
39,0,4,4,148,0,1,2,1,1,3,3,3,1,0,0,3,0,1,3,0,1,3,3,1,3
31,0,3,6,149,1,1,0,2,1,2,2,1,0,3,1,0,1,1,3,1,0,1,2,0,1
48,1,2,2,150,1,3,1,3,1,3,3,3,0,3,3,3,0,1,3,0,1,3,3,0,3
48,0,13,13,151,0,3,2,2,3,3,3,3,0,2,2,3,1,0,3,3,1,3,3,3,3
34,0,20,51,152,0,0,2,2,1,1,2,2,1,2,2,3,2,2,2,3,2,0,2,1,2
35,1,1,3,153,1,0,1,2,1,0,3,2,1,1,3,3,0,1,2,2,2,1,2,2,2
46,0,38,0,154,1,3,1,3,1,3,3,0,0,3,2,3,0,1,2,2,0,0,3,3,3
34,0,8,8,156,0,1,1,2,3,1,1,1,1,3,3,3,1,1,3,1,1,1,1,2,3
10,0,0,0,158,1,0,0,0,3,0,0,3,2,1,0,0,3,1,1,3,3,0,0,0,0
31,0,13,13,160,0,1,0,2,1,2,1,1,1,2,2,2,0,2,2,0,1,0,2,1,2
34,0,39,39,163,1,1,2,1,1,3,3,3,2,1,3,3,3,1,1,1,2,2,2,1,2
26,0,12,20,164,0,3,1,2,1,0,2,1,2,1,1,1,1,2,2,0,1,0,2,0,1
